filename,receipt_count
collage_254_0_receipts.jpg,0
collage_105_0_receipts.jpg,0
collage_111_0_receipts.jpg,0
collage_079_0_receipts.jpg,0
collage_066_0_receipts.jpg,0
collage_090_0_receipts.jpg,0
collage_072_1_receipts.jpg,1
collage_174_0_receipts.jpg,0
collage_238_0_receipts.jpg,0
collage_237_0_receipts.jpg,0
collage_265_1_receipts.jpg,1
collage_295_4_receipts.jpg,4
collage_224_4_receipts.jpg,4
collage_117_1_receipts.jpg,1
collage_164_1_receipts.jpg,1
collage_092_0_receipts.jpg,0
collage_183_0_receipts.jpg,0
collage_275_1_receipts.jpg,1
collage_012_4_receipts.jpg,4
collage_182_0_receipts.jpg,0
collage_137_1_receipts.jpg,1
collage_004_0_receipts.jpg,0
collage_010_0_receipts.jpg,0
collage_229_0_receipts.jpg,0
collage_154_0_receipts.jpg,0
collage_271_3_receipts.jpg,3
collage_269_0_receipts.jpg,0
collage_107_1_receipts.jpg,1
collage_051_1_receipts.jpg,1
collage_103_0_receipts.jpg,0
collage_056_1_receipts.jpg,1
collage_027_0_receipts.jpg,0
collage_186_0_receipts.jpg,0
collage_157_0_receipts.jpg,0
collage_131_1_receipts.jpg,1
collage_236_0_receipts.jpg,0
collage_258_0_receipts.jpg,0
collage_227_1_receipts.jpg,1
collage_196_0_receipts.jpg,0
collage_007_3_receipts.jpg,3
collage_031_0_receipts.jpg,0
collage_277_0_receipts.jpg,0
collage_040_0_receipts.jpg,0
collage_209_0_receipts.jpg,0
collage_218_1_receipts.jpg,1
collage_044_4_receipts.jpg,4
collage_126_0_receipts.jpg,0
collage_071_1_receipts.jpg,1
collage_288_0_receipts.jpg,0
collage_284_0_receipts.jpg,0
collage_201_0_receipts.jpg,0
collage_245_4_receipts.jpg,4
collage_189_2_receipts.jpg,2
collage_167_0_receipts.jpg,0
collage_204_0_receipts.jpg,0
collage_177_2_receipts.jpg,2
collage_222_0_receipts.jpg,0
collage_043_0_receipts.jpg,0
collage_081_0_receipts.jpg,0
collage_206_1_receipts.jpg,1
collage_165_0_receipts.jpg,0
collage_075_1_receipts.jpg,1
collage_003_1_receipts.jpg,1
collage_176_2_receipts.jpg,2
collage_058_2_receipts.jpg,2
collage_231_4_receipts.jpg,4
collage_104_3_receipts.jpg,3
collage_219_1_receipts.jpg,1
collage_095_3_receipts.jpg,3
collage_089_1_receipts.jpg,1
collage_034_1_receipts.jpg,1
collage_067_1_receipts.jpg,1
collage_179_1_receipts.jpg,1
collage_281_0_receipts.jpg,0
collage_270_0_receipts.jpg,0
collage_045_1_receipts.jpg,1
collage_128_0_receipts.jpg,0
collage_235_0_receipts.jpg,0
collage_233_1_receipts.jpg,1
collage_037_1_receipts.jpg,1
collage_161_3_receipts.jpg,3
